document_sentence_id,sentence_original,document_name,length,sentence_simplified
34,"Dará razon D. Diego Bodelon, que vive calle de la Esgrima, núm. 2, cuarto 2.º Se solicita saber de D. Vicente Perez Mingues, cirujano titular, residente en esta corte, y natural de Palencia.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,40,"D. Diego Bodelon, que vive en la calle de la Esgrima, núm. 2, cuarto 2.º, dará información. Se requiere conocer el paradero de D. Vicente Perez Mingues, cirujano titular, que reside en esta corte y es natural de Palencia."
36,"En el postigo de san Martin, núm. 4, cuarto 2.º darán razon de un sugeto que desea hallar á la mayor brevedad otro con quien ir á Cadiz en silla de posta, partiendo gastos.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,38,"En el número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de posta, compartiendo los gastos."
38,"Tarifas de los haberes, cargos, gratificaciones, abonos y descuentos de un regimiento de infantería de linea y ligera, con sus aumentos é innovaciones; una sucinta explicacion de quebrados y números denominados, y la reduccion de los socorros, en las que se han mejorado las de Camuñas y Alfaraz para la mas prouta y segura liquidación de los ajustes de tesorería é interiores de los cuerpos.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,73,"Simplificación del texto:

Las tarifas de los sueldos, puestos, bonificaciones, pagos y rebajas de un regimiento de infantería de línea y ligera, con sus mejoras e innovaciones; una breve explicación de fracciones y números llamados, y la reducción de las ayudas, en las que se han mejorado las de Camuñas y Alfaraz para facilitar y asegurar el cálculo de los ajustes de tesorería e internos de los cuerpos."
40,"Tarifa de los sueldos, prest, gratificaciones y raciones que disfrutan los oficiales, tropa y fondos de los regimientos de caballería, compuesta por Bernabé Arrans, sargento 1.º del regimiento de la Reyna, segundo de Cazadores.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,41,"El texto describe la tarifa de los sueldos, prestaciones, gratificaciones y raciones que reciben los oficiales, la tropa y los fondos de los regimientos de caballería. Esta tarifa ha sido elaborada por Bernabé Arrans, quien es sargento primero del regimiento de la Reina y también es miembro del segundo regimiento de Cazadores."
41,"Se hallarán en la librería de Barco, Carrera de san Gerónimo; en Valencia en la de Domingo y Cabrerizo; en Cádiz en la de Murgia; en Sevilla en la de Caro; en Barcelona en la de Gaspar; en Zaragoza en la de Sanchez; en Toledo en la de Hernandez, y en Córdoba en la de Berard.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,65,"Los libros estarán disponibles en diferentes librerías. En Madrid, se encontrarán en la librería de Barco, ubicada en la Carrera de san Gerónimo. En Valencia, se podrán encontrar en la librería de Domingo y Cabrerizo. En Cádiz, se podrán encontrar en la librería de Murgia. En Sevilla, se podrán encontrar en la librería de Caro. En Barcelona, se podrán encontrar en la librería de Gaspar. En Zaragoza, se podrán encontrar en la librería de Sanchez. En Toledo, se podrán encontrar en la librería de Hernandez. Y en Córdoba, se podrán encontrar en la librería de Berard."
43,"Se vende una huerta con pozo noria vestido de cal y ladrillo, mul abundante de aguas, consistente en término de Carabanchel alto, y sitio que llaman del Riajal, de caber 8 fanegas, las 6 1 de regadío, tasadas á 3500 rs.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,48,"Se vende una parcela de tierra con un pozo de agua, rodeado de una estructura de cal y ladrillo, con abundante agua. La parcela está ubicada en el área de Carabanchel Alto, en un lugar conocido como Riajal, y tiene capacidad para 8 fanegas de terreno, de las cuales 6 son para riego. Su valor ha sido tasado en 3500 reales."
46,"en metálico; y por decreto del consejo supremo de S. M. se ha mandado publicar por ocho dias mas, y señalado nuevamente para el remate el 10 del corriente mes de octubre, á las 10, en la audiencia del Sr. D. Joaquin Almazan; teniente corregidor de esta villa, por la escribanía de su número que exerce D. Juan Raya.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,66,"El texto ha sido simplificado de la siguiente manera:

En efectivo; y por orden del máximo consejo de Su Majestad se ha ordenado publicar durante ocho días más, y se ha establecido una nueva fecha para la subasta el día 10 de este mes de octubre, a las 10 de la mañana, en el tribunal del Sr. D. Joaquín Almazán, subprefecto de esta ciudad, por medio del escribano número de D. Juan Raya."
48,"92, que comprehende 18600 pies superficiales, en la que se halla establecida una fábrica corriente de papel blanco, y en que se construyen cada dia 20 resmas y 500 cartones.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,34,"El texto dice que hay una fábrica de papel blanco en un edificio de 92, que tiene 18600 pies cuadrados. En esta fábrica se producen diariamente 20 resmas y 500 cartones."
49,"Quien quisiere tratar de ajuste, en inteligencia de que entran en la venta las máquinas y utensilios fixos, y algunos movibles, acuda á la calle de Barrionuevo, cuarto principal sobre el estanquillo.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,37,"Si alguien quiere negociar un acuerdo, ten en cuenta que se incluyen en la venta tanto las máquinas como los utensilios fijos, y algunos que se pueden mover. Puedes ir a la calle de Barrionuevo, en el cuarto principal sobre el estanquillo."
60,"ancha á 8½ y 9, y por piezas de 71 varas á 590; plugastel ancho á 9; coruñas de 10½ á 14; tohallas de hilo de 6 cuartas á 17 y 18; platillas crudas y blancas á 7½, 8½ y 9; lienzos negros lavados para forros á 9, y otros que se dirán.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,62,"Tenemos disponibles piezas de tela con un ancho de 8½ y 9 pulgadas, y también piezas de tela de 71 varas con un precio de 590. También tenemos telas de ancho 9 a un precio de plugastel. Además, contamos con coruñas de tamaño 10½ a 14. También tenemos tohallas de hilo que van desde 6 cuartas hasta 17 y 18 cuartas. Contamos con platillas crudas y blancas con precios de 7½, 8½ y 9. También tenemos lienzos negros lavados para forros con un precio de 9, y hay otros productos disponibles que se mencionarán posteriormente."
61,"Se venden dos caballos hechos á silla, el uno cordobes tordo claro, y sobresaliente por su hermosura nada comun, y el otro de la casta de Vazquez de Sevilla.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,33,"Se están vendiendo dos caballos entrenados para montar a silla. Uno de ellos es de color claro y tiene características excepcionales en cuanto a su belleza, que no se ven comúnmente. El otro caballo pertenece a la casta de Vázquez de Sevilla."
62,"El que quiera verlos y tratar de ajuste, acudirá á la calle de Amaniel, casa núm. 9, y preguntará por Antonio Garijo, que está encargado de ellos.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,32,"Si alguien quiere verlos y hablar sobre ajuste, puede ir a la calle de Amaniel, en la casa número 9, y preguntar por Antonio Garijo, quien se encarga de ellos."
64,"De 12½ á una del dia 16 del pasado se perdió un perrito dogo nuevo, color de café claro, algo romo, y las orejas no mul cortadas.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,31,"El día 16 del mes pasado, a las 12:30 de la tarde, se perdió un cachorro de raza dogo de color café claro, un poco redondeado y con las orejas sin cortar."
66,"Entre 7 y 8 de la mañana del 29 del pasado setiembre se extravió del portal de la calle Mayor, núm. 7, una burra de leche, pelo rubio, aparejada, con una matadura en la espaldilla izquierda, y herrada en el hocico.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,48,"El 29 de septiembre pasado, entre las 7 y las 8 de la mañana, se perdió una burra de leche en el portal de la calle Mayor número 7. La burra es de color rubio, lleva aparejo, tiene una herida en la espalda izquierda y está marcada en el hocico."
69,"Un sugeto de edad de 36 años desea colocarse en una casa decente en clase de mayordomo, portero de estrados ú otro destino decoroso ó por mancebo en el comercio: tiene personas que abonen su conducta.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,39,"Un hombre de 36 años quiere encontrar trabajo como mayordomo, portero o en otro puesto respetable en una casa o como joven empleado en el comercio. Tiene referencias que respaldan su buen comportamiento."
72,"Joaquina del Barco, de edad de 22 años, viuda, es primeriza, y busca cria: tiene leche de 11 meses, y personas que abonen su conducta.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,32,"Joaquina del Barco es una mujer de 22 años, que está viuda y busca tener un hijo. Ella tiene leche desde hace 11 meses y está buscando personas que aprueben su comportamiento."
76,"En el de la cruz, á las 7 de la noche, se executará la funcion siguiente: dará principio con la loa titulada el Triunfo de la razon, seguirá la ópera en 2 actos titulada el Fanático por la música, y se concluirá con el bolero á seis.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,53,"En la cruz, a las 7 de la noche, se llevará a cabo un espectáculo que constará de varias partes. Comenzará con una breve obra de teatro llamada ""El Triunfo de la razón"", luego se presentará una ópera en dos actos titulada ""El Fanático por la música"", y finalmente se concluirá con una danza llamada ""Bolero a seis""."
78,"En el del Principe, á las 7 de la noche, se executará la gran ópera bufa nueva original italiana, traducida en 2 actos, titulada la Italiana en Argel, precedida de la sinfonía propia de la misma ópera, y se dará fin con el baile de medio carácter en 3 actos titulado María Stuardo.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,60,"En el teatro del Príncipe, a las 7 de la noche, se llevará a cabo la nueva y original ópera cómica italiana, traducida en 2 actos, llamada ""La Italiana en Argel"". Esta será precedida por la sinfonía propia de la ópera y finalizará con el baile de medio carácter en 3 actos titulado ""María Stuardo""."
89,"En estos primeros dias del mes se admiten subscripciones á este diario en su despacho principal, calle de Alcalá, entrando por la Puerta del Sol á mano derecha, núm. 2, cuarto principal, frente á la casa del marques de la Torrecilla, á 8 rs.",../transcripciones/TXTs/Diario_de_Madrid_1-10-1816.txt,51,"Durante los primeros días de este mes, se están aceptando suscripciones a este periódico en su oficina principal, ubicada en la calle de Alcalá. Para acceder, se debe ingresar por la Puerta del Sol, a mano derecha, en el número 2, en el cuarto principal, frente a la casa del marqués de la Torrecilla. El costo es de 8 reales."
54,"Guetard que el desorugamiento de árboles de los grandes caminos tiene mas de inútil que de beneficioso; y acaso tal vez la oruga de los olmos y álamos, caida en el suelo notiria á buscar otras plantas que dañar ni roer, teniendo en aquellos árboles substancia de que vivir; fuera de que semejantes orugas no podrian mantenerse v. gr.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,64,"Guetard cree que quitar las orugas de los árboles en los caminos grandes es más inútil que beneficioso. Quizás la oruga de los olmos y álamos, al caer al suelo, busca otras plantas para dañar o roer, a pesar de tener suficiente sustancia en esos árboles para sobrevivir. Además, estas orugas no podrían subsistir, por ejemplo."
55,"en los trigos ni en las cepas, porque cada clase de estos insectos tiene su vegetable determinado; y asi el perjuicio que ocasionan tiene mas de aparente que de verdadero.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,33,"Los insectos no dañan los cultivos de trigo ni las vides, ya que cada tipo de insecto tiene una planta específica en la que se alimenta; por lo tanto, el daño que causan es más superficial que real."
57,"No es mul facil decidir la cuestion, aunque ella es de grande importancia; porque la falta de bellota, por exemplo, ocasiona una excesiva penuria en muchas provincias.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,32,"No es fácil tomar una decisión sobre este asunto, aunque es de gran importancia. La falta de bellotas, por ejemplo, causa mucha escasez en muchas provincias."
58,"Un sugeto práctico en este asunto puede testificar los dos casos siguientes: ""Yo he visto, dice, multiplicarse de tal modo los escarabajos y avejarrones, que devoraban y consumian hasta las hojas de los nogales; y sin embargo de eso la cosecha de la nuez fue mul suficiente.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,54,"Un testigo práctico en este asunto puede dar testimonio de los siguientes dos casos: ""Yo he visto, dice, que los escarabajos y las avispas se multiplicaban tanto que devoraban y consumían las hojas de los nogales; a pesar de eso, la cosecha de nueces fue suficiente""."
59,"""En el año 1780 las moscas cantáridas fueron tantas, y cargaron de tal suerte sobre los fresnos, que no les dexaron ni rastro de hoja, y con todo nada padeció la semilla, porque habiendo yo recogido mucha de aquellos mismos árboles pelados, la sembré, y nació y vegetó perfectamente.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,57,"En el año 1780, hubo una gran cantidad de moscas cantáridas que se posaron sobre los fresnos y devoraron todas sus hojas. Sin embargo, a pesar de esto, la semilla no sufrió ningún daño. Yo recogí muchas semillas de esos árboles sin hojas, las sembré y crecieron y se desarrollaron perfectamente."
60,"Yo no me lisongeo inferir de estos dos hechos que á mi me han pasado (tal vez excepciones de regla) que por eso no hayan de desorugarse los árboles de los jardines y de los vergéles; porque aun quando 538 la oruga que desnuda la hoja no haga daño al fruto, pero el ver al árbol desnudo y pelado de aquella por la plaga del insecto, siempre causa un aspecto lastimoso y desagradable.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,79,"No me enorgullezco de inferir de estos dos hechos que me han sucedido (tal vez excepciones de regla) que por eso los árboles de los jardines y de los vergéles no se deben deshojar; porque aunque la oruga que come las hojas no dañe el fruto, ver al árbol desnudo y pelado por la plaga del insecto siempre provoca una apariencia triste y desagradable."
61,"Aun puedo añadir que no obstante los dos casos citados, he visto muchas veces desecarse los frutos en tiempos mui distintos del acometimiento de la oruga á las hojas ""Esta contrariedad en los efectos puede acaso provenir de la época en que este insecto hace sus correrías y destrozos.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,52,"Aún puedo decir que, a pesar de los dos casos mencionados, he visto muchas veces que los frutos se secan en momentos muy diferentes al ataque de la oruga a las hojas. Esta contradicción en los efectos puede deberse tal vez a la época en la que este insecto realiza sus ataques y daños."
62,"La mas oportuna estacion del año para desorugar con el instrumento que se apuntó es la del invierno; porque entonces todos los insectos y sus huevos estan encerrados y ocultos en sus nidos, los quales quitandose bien, se logra quitar el mal por su raiz, sin temor ni recelo de que retoñe.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,57,"La estación del año más adecuada para deshacerse de los insectos y sus huevos con el instrumento mencionado es el invierno. En esta época, los insectos y sus huevos están encerrados y ocultos en sus nidos. Al eliminarlos correctamente, se logra eliminar el problema desde la raíz, sin miedo a que vuelva a surgir."
63,"Fuera de esta razon es de advertir que el desorugamiento del invierno no hace casi el menor daño á los árboles, porque las mariposas de la oruga colocan siempre sus nidos sobre los pimpollos ó yemas del año antecedente, á fin (gobernadas de instinto natural) de que quando sus cresas ó prole rompan los huevecillos se hallen mas cerca de las hojitas mas tiernas que poder comer, nacidas con abundancia en las ramillas nuevas.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,80,"Es importante tener en cuenta que el deshielo del invierno no causa mucho daño a los árboles, ya que las mariposas de la oruga siempre colocan sus nidos en los brotes o yemas del año anterior, con el fin de que cuando sus crías eclosionen, estén más cerca de las hojas más tiernas que puedan comer, que crecen en gran cantidad en las ramitas nuevas."
64,"Pero es de prevenir que luego que se ha desorugado qualquier árbol, es menester juntar con esmero en un monton todos los pedacillos y fragmentos de leño que se le han quitado, donde estan pegados los nidos y huevos, y pegarles fuego al instante, para no dar lugar á que nazcan y se haga el remedio mas dificil.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,63,"Es importante recoger cuidadosamente todos los trozos y fragmentos de madera que se han quitado una vez que se ha desatornillado un árbol. Los nidos y los huevos están pegados a estos trozos, por lo que se debe prenderles fuego de inmediato para evitar que nazcan y así hacer más difícil la solución."
69,"En la calle de la Morería vieja, casa núm. 14, se hace pan como lo de Castilla, y se da por cada fanega de trigo 37 panes de 2 libras, bien acondicionado y con mucha curiosidad.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,41,"En la antigua calle Morería, en la casa número 14, se produce pan de la misma manera que en Castilla. Además, por cada cesta de trigo, se entregan 37 panes de 2 libras, los cuales están bien preparados y son muy interesantes."
71,"En la confitería nueva sita enfrente de la casa de Astrearena se venden los acreditados panecillos llamados de todos los Santos, hechos al estilo de los de Barcelona: tambien se halla toda clase de pastas finas, mantecados de Castilla, merenques, pasta de flor, pastelillos finos, oxaldres, bizcochos borrachos lo mismo que los de Guadalaxara, y toda clase de licores.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,69,"En la nueva tienda de dulces que está enfrente de la casa de Astrearena se venden los famosos panecillos llamados de todos los Santos, que son hechos al estilo de los de Barcelona. También se encuentran disponibles una gran variedad de pasteles finos, mantecados de Castilla, merengues, pasta de flores, deliciosos pastelillos, oxaldres, bizcochos borrachos, al igual que los de Guadalajara, y una amplia selección de licores."
72,"En la chufería sita en la calle Imperial, junto á la lonja de Torroba, se ha establecido una fábrica de buñuelos, hechos con todo esmero y limpieza.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,31,"En la tienda de conductores ubicada en la calle Imperial, cerca del mercado de Torroba, se ha instalado una fábrica de buñuelos, elaborados con gran cuidado y pulcritud."
73,"En la calle de Hortaleza, frente á la casa de los Agonizantes, al lado 537 de la tahona, casa á la malicia núm. 7, se ha abierto por unos catalanes una salchichería, en donde se hallan y fabrican butifarras blancas y negras al estilo de su pais, salchichon, salchicha fina y ordinaria, chorizos y longaniza á la castellana, todo de carne de cerdo sin mezcla de otra alguna, y hecho con la mayor limpieza y esmero; por lo que no dudan dichos fabricantes que quedarán gustosos los consumidores.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,100,"En la calle de Hortaleza, frente a la casa de los Agonizantes, al lado 537 de la tahona, hay una tienda de embutidos abierta por unos catalanes. En esta tienda se encuentran y se fabrican butifarras blancas y negras al estilo de su país, salchichón, salchicha fina y ordinaria, chorizos y longaniza al estilo castellano. Todos estos productos están hechos únicamente con carne de cerdo, sin mezclar con ninguna otra, y con gran cuidado y limpieza. Por eso, los fabricantes confían en que los consumidores quedarán satisfechos."
74,"En el cementerio de santa Cruz, casa núm. 9, se ha abierto una tienda de vinos generosos, licores de todas clases y géneros ultramarinos, todo á precios equitativos.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,33,"En el cementerio de Santa Cruz, en la casa número 9, se ha inaugurado una tienda que vende vinos de calidad, licores de diferentes tipos y productos importados, todos a precios justos."
80,"La persona á quien se le hubiese extraviado acudirá al portero de la casa de la marquesa de Villalopez, quien dará razon de donde se halla, y en dando las señas, acreditando su pertenencia, y pagando su manutencion la entregarán.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,45,"La persona que haya perdido algo irá al portero de la casa de la marquesa de Villalopez. El portero le dirá dónde se encuentra y, si da las señas y demuestra que le pertenece y paga por su mantenimiento, se lo devolverán."
82,"En la calle de santa Isabel, núm. 2, esquina á la de los tres Peres, se alquila un quarto principal con 16 piezas, hermosas vistas y un buen jardin; como tambien dos quartos principales pequeños.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,41,"En la calle de Santa Isabel, número 2, en la esquina de la calle de los tres Peres, se alquila un cuarto principal con 16 habitaciones, bonitas vistas y un buen jardín. También hay dos cuartos principales más pequeños."
84,"Con permiso del casero se subarrienda un quarto 2.º con vistas á la calle, ricamente amoblado, y con toda independencia, sito en la calle de la Abada.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,31,"Se alquila una habitación en el segundo piso de una casa, con vistas a la calle, completamente amueblada y con total privacidad. La habitación se encuentra en la calle de la Abada."
86,"En la calle de los Jardines, casa núm. 60, se alquilan un quarto baxo y otro principal.=En la calle del Carmen, núm. 10, frente á la de los Negros, se alquilan un quarto principal y un tercero con vistas á la calle de los Preciados, y una guardilla vividera.=En la calle de la Gorguera se alquila el quarto principal de la casa núm. 12.= En la calle de Valverde, número 31, al lado del oratorio, se alquila un quarto principal.=En la calle del caballero de Gracia, núm. 7, se alquila una cochera que sirvió de almacen de yeso.=Las llaves de todas estas habitaciones estan en la casa tienda de la viuda de D. Miguel de Amandi, calle de la Montera, donde se tratará de los alquileres, que se arreglaran con la posible equidad.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,148,"En la calle de los Jardines, en la casa número 60, se alquilan una habitación en la planta baja y otra en el piso principal. En la calle del Carmen, en el número 10, enfrente de la calle de los Negros, se alquilan una habitación principal y una tercera habitación con vistas a la calle de los Preciados, además de un ático habitable. En la calle de la Gorguera se alquila la habitación principal de la casa número 12. En la calle de Valverde, en el número 31, al lado del oratorio, se alquila una habitación principal. En la calle del caballero de Gracia, en el número 7, se alquila una cochera que anteriormente fue utilizada como almacén de yeso. Las llaves de todas estas habitaciones se encuentran en la tienda de la viuda de D. Miguel de Amandi, en la calle de la Montera, donde se tratará sobre los alquileres y se buscará llegar a un acuerdo justo."
88,"En la carrera de san Gerónimo, inmediato á la iglesia de los Italianos, se traspasa un quarto 2.º, vestido de papel pintado y con diferen538 tes muebles.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,31,"En la carrera de San Gerónimo, cerca de la iglesia de los Italianos, hay un segundo piso en alquiler. Está decorado con papel pintado y tiene diferentes muebles."
90,"Con permiso del casero se traspasa la lonja sita en la plazuela de santo Domingo, esquina á la calle de los Tudescos, que hace frente á los Caños del Peral una puerta, y á la subida de los Angeles la otra.",../transcripciones/TXTs/Diario_de_Madrid_1-11-1812.txt,45,"Se traspasa la lonja que está en la plazuela de Santo Domingo, en la esquina de la calle de Los Tudescos. La lonja está frente a los Caños del Peral en una puerta, y frente a la subida de Los Ángeles en otra. Se traspasa con permiso del casero."
